date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:17:23	212046/212046	---M--	200	added ('OK')	text/css	etag:%2233c4e-601ddc3f98804%22	https://themesflat.co/html/jobtex/stylesheets/shortcodes.css	C:/project/HangkhongWork/themesflat.co/html/jobtex/stylesheets/shortcodes.css	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:24	149628/149628	---M-Z	200	added ('OK')	text/html	etag:%222487c-601ddbcf03b5f-gzip%22	https://themesflat.co/html/jobtex/home-01.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/home-01.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:24	3672/3672	---M--	200	added ('OK')	image/png	etag:%22e58-601ddc1474dc6%22	https://themesflat.co/html/jobtex/images/logo.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:24	169587/169587	---M-Z	200	added ('OK')	text/html	etag:%2229673-601ddbd11b1eb-gzip%22	https://themesflat.co/html/jobtex/Home-02.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/Home-02.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:24	277915/277915	---M-Z	200	added ('OK')	text/html	etag:%2243d9b-601ddbd1766e1-gzip%22	https://themesflat.co/html/jobtex/home-03.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/home-03.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:25	132963/132963	---M-Z	200	added ('OK')	text/html	etag:%2220763-601ddbd3602f3-gzip%22	https://themesflat.co/html/jobtex/home-04.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/home-04.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:25	228761/228761	---M-Z	200	added ('OK')	text/html	etag:%2237d99-601ddbd5d6cf5-gzip%22	https://themesflat.co/html/jobtex/home-06.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/home-06.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:26	213084/213084	---M-Z	200	added ('OK')	text/html	etag:%223405c-601de08d4b32b-gzip%22	https://themesflat.co/html/jobtex/home-05.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/home-05.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:27	327800/327800	---M-Z	200	added ('OK')	text/html	etag:%2250078-601ddbd65f87f-gzip%22	https://themesflat.co/html/jobtex/home-07.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/home-07.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:29	147116/147116	---M-Z	200	added ('OK')	text/html	etag:%2223eac-601ddbd9fc59e-gzip%22	https://themesflat.co/html/jobtex/home-08.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/home-08.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:29	126008/126008	---M-Z	200	added ('OK')	text/html	etag:%221ec38-601ddbccad116-gzip%22	https://themesflat.co/html/jobtex/find-jobs-list.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-list.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:29	177493/177493	---M-Z	200	added ('OK')	text/html	etag:%222b555-601ddbdc3cc6d-gzip%22	https://themesflat.co/html/jobtex/home-10.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/home-10.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:31	118661/118661	---M-Z	200	added ('OK')	text/html	etag:%221cf85-601ddbc65bda8-gzip%22	https://themesflat.co/html/jobtex/find-jobs-grid.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-grid.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:31	118964/118964	---M-Z	200	added ('OK')	text/html	etag:%221d0b4-601ddbca93f32-gzip%22	https://themesflat.co/html/jobtex/find-jobs-list-sidebar.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-list-sidebar.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:31	122481/122481	---M-Z	200	added ('OK')	text/html	etag:%221de71-601ddbc63cd8e-gzip%22	https://themesflat.co/html/jobtex/find-jobs-grid-sidebar.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-grid-sidebar.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:31	122430/122430	---M-Z	200	added ('OK')	text/html	etag:%221de3e-601ddbca6b2d7-gzip%22	https://themesflat.co/html/jobtex/find-jobs-list-sidebar-fullwidth.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-list-sidebar-fullwidth.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:32	121999/121999	---M-Z	200	added ('OK')	text/html	etag:%221dc8f-601ddbc42531a-gzip%22	https://themesflat.co/html/jobtex/find-jobs-grid-sidebar-fullwidth.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-grid-sidebar-fullwidth.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:32	114979/114979	---M-Z	200	added ('OK')	text/html	etag:%221c123-601ddbcedc674-gzip%22	https://themesflat.co/html/jobtex/find-jobs-topmap.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-topmap.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:33	122037/122037	---M-Z	200	added ('OK')	text/html	etag:%221dcb5-601ddbccc7310-gzip%22	https://themesflat.co/html/jobtex/find-jobs-topmap-sidebar.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-topmap-sidebar.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:33	75683/75683	---M-Z	200	added ('OK')	text/html	etag:%22127a3-601ddbc8301f8-gzip%22	https://themesflat.co/html/jobtex/find-jobs-half-map.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-half-map.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:33	76773/76773	---M-Z	200	added ('OK')	text/html	etag:%2212be5-601ddbc8622c4-gzip%22	https://themesflat.co/html/jobtex/find-jobs-half-map2.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/find-jobs-half-map2.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:34	106628/106628	---M-Z	200	added ('OK')	text/html	etag:%221a084-601ddbde77d4b-gzip%22	https://themesflat.co/html/jobtex/jobs-single.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/jobs-single.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:34	106052/106052	---M-Z	200	added ('OK')	text/html	etag:%2219e44-601ddbdeb4228-gzip%22	https://themesflat.co/html/jobtex/jobs-single2.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/jobs-single2.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:34	101728/101728	---M-Z	200	added ('OK')	text/html	etag:%2218d60-601ddbbca57c0-gzip%22	https://themesflat.co/html/jobtex/employers-list.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-list.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:34	105450/105450	---M-Z	200	added ('OK')	text/html	etag:%2219bea-601ddbc3c5fa3-gzip%22	https://themesflat.co/html/jobtex/employers_grid.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers_grid.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:35	102346/102346	---M-Z	200	added ('OK')	text/html	etag:%2218fca-601ddbbaf8c42-gzip%22	https://themesflat.co/html/jobtex/employers-list-sidebar.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-list-sidebar.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:35	103338/103338	---M-Z	200	added ('OK')	text/html	etag:%22193aa-601ddbb8b98fb-gzip%22	https://themesflat.co/html/jobtex/employers-grid-sidebar.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-grid-sidebar.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:35	116244/116244	---M-Z	200	added ('OK')	text/html	etag:%221c614-601ddbb87765f-gzip%22	https://themesflat.co/html/jobtex/employers-grid-fullwidth.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-grid-fullwidth.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:36	102007/102007	---M-Z	200	added ('OK')	text/html	etag:%2218e77-601ddbc1f2af4-gzip%22	https://themesflat.co/html/jobtex/employers-topmap.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-topmap.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:36	80739/80739	---M-Z	200	added ('OK')	text/html	etag:%2213b63-601ddbba6ed31-gzip%22	https://themesflat.co/html/jobtex/employers-half-map.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-half-map.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:36	99850/99850	---M-Z	200	added ('OK')	text/html	etag:%221860a-601ddbbf2b3f3-gzip%22	https://themesflat.co/html/jobtex/employers-single.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-single.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:37	99752/99752	---M-Z	200	added ('OK')	text/html	etag:%22185a8-601ddbc0c3367-gzip%22	https://themesflat.co/html/jobtex/employers-single2.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-single2.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:37	65917/65917	---M-Z	200	added ('OK')	text/html	etag:%221017d-601ddbbe949c1-gzip%22	https://themesflat.co/html/jobtex/employers-review.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-review.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:37	70642/70642	---M-Z	200	added ('OK')	text/html	etag:%22113f2-601ddbbcf4d4d-gzip%22	https://themesflat.co/html/jobtex/employers-not-pound.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/employers-not-pound.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:38	89145/89145	---M-Z	200	added ('OK')	text/html	etag:%2215c39-601ddbfa64a19-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-dashboard.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-dashboard.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:38	130512/130512	---M-Z	200	added ('OK')	text/html	etag:%221fdd0-601ddbb2b2913-gzip%22	https://themesflat.co/html/jobtex/candidate.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:38	117381/117381	---M-Z	200	added ('OK')	text/html	etag:%221ca85-601ddba9a4e6d-gzip%22	https://themesflat.co/html/jobtex/candidate-grid.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate-grid.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:38	104601/104601	---M-Z	200	added ('OK')	text/html	etag:%2219899-601ddbacab15a-gzip%22	https://themesflat.co/html/jobtex/candidate-list-sidebar.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate-list-sidebar.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:39	109079/109079	---M-Z	200	added ('OK')	text/html	etag:%221aa17-601ddbb2587a5-gzip%22	https://themesflat.co/html/jobtex/candidate-top-map.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate-top-map.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:39	88729/88729	---M-Z	200	added ('OK')	text/html	etag:%2215a99-601ddba9bbd9f-gzip%22	https://themesflat.co/html/jobtex/candidate-half-map.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate-half-map.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:39	67157/67157	---M-Z	200	added ('OK')	text/html	etag:%2210655-601ddbac7791e-gzip%22	https://themesflat.co/html/jobtex/candidate-no-available.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate-no-available.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:40	74221/74221	---M-Z	200	added ('OK')	text/html	etag:%22121ed-601ddbae84b9a-gzip%22	https://themesflat.co/html/jobtex/candidate-no-available2.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate-no-available2.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:40	81054/81054	---M-Z	200	added ('OK')	text/html	etag:%2213c9e-601ddbb0205a6-gzip%22	https://themesflat.co/html/jobtex/candidate-single.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate-single.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:40	81086/81086	---M-Z	200	added ('OK')	text/html	etag:%2213cbe-601ddbb078004-gzip%22	https://themesflat.co/html/jobtex/candidate-single2.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/candidate-single2.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:40	100527/100527	---M-Z	200	added ('OK')	text/html	etag:%22188af-601ddbe4d252a-gzip%22	https://themesflat.co/html/jobtex/sample-cv.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/sample-cv.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:41	94985/94985	---M-Z	200	added ('OK')	text/html	etag:%2217309-601ddbe296893-gzip%22	https://themesflat.co/html/jobtex/sample-cv-sidebar.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/sample-cv-sidebar.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:41	86353/86353	---M-Z	200	added ('OK')	text/html	etag:%2215151-601ddbb6947ae-gzip%22	https://themesflat.co/html/jobtex/cv-details.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/cv-details.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:41	88567/88567	---M-Z	200	added ('OK')	text/html	etag:%22159f7-601ddbee88343-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-dashboard.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-dashboard.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:42	72343/72343	---M-Z	200	added ('OK')	text/html	etag:%2211a97-601ddba7bfc94-gzip%22	https://themesflat.co/html/jobtex/blog.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/blog.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:42	70152/70152	---M-Z	200	added ('OK')	text/html	etag:%2211208-601ddba59228e-gzip%22	https://themesflat.co/html/jobtex/blog-grid.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/blog-grid.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:42	70920/70920	---M-Z	200	added ('OK')	text/html	etag:%2211508-601ddba768dee-gzip%22	https://themesflat.co/html/jobtex/blog-masonry.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/blog-masonry.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:43	80349/80349	---M-Z	200	added ('OK')	text/html	etag:%22139dd-601ddba56f00c-gzip%22	https://themesflat.co/html/jobtex/blog-detail.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/blog-detail.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:44	81376/81376	---M-Z	200	added ('OK')	text/html	etag:%2213de0-601ddba37ac02-gzip%22	https://themesflat.co/html/jobtex/blog-detail-01.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/blog-detail-01.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:45	85302/85302	---M-Z	200	added ('OK')	text/html	etag:%2214d36-601ddba393e5c-gzip%22	https://themesflat.co/html/jobtex/blog-detail-side-bar.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/blog-detail-side-bar.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:45	127502/127502	---M-Z	200	added ('OK')	text/html	etag:%221f20e-601ddba17df40-gzip%22	https://themesflat.co/html/jobtex/about-us.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/about-us.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:45	71506/71506	---M-Z	200	added ('OK')	text/html	etag:%2211752-601ddba18f881-gzip%22	https://themesflat.co/html/jobtex/accordion-page.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/accordion-page.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:46	74539/74539	---M-Z	200	added ('OK')	text/html	etag:%221232b-601ddbe8e0ab8-gzip%22	https://themesflat.co/html/jobtex/term-of-use.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/term-of-use.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:46	126471/126471	---M-Z	200	added ('OK')	text/html	etag:%221ee07-601ddbe2ae37d-gzip%22	https://themesflat.co/html/jobtex/pricing.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/pricing.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:46	103626/103626	---M-Z	200	added ('OK')	text/html	etag:%22194ca-601ddbe6e49ae-gzip%22	https://themesflat.co/html/jobtex/shop.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/shop.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:47	74644/74644	---M-Z	200	added ('OK')	text/html	etag:%2212394-601ddbe6d24b5-gzip%22	https://themesflat.co/html/jobtex/shopping-cart.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/shopping-cart.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:47	88529/88529	---M-Z	200	added ('OK')	text/html	etag:%22159d1-601ddbe4abfdf-gzip%22	https://themesflat.co/html/jobtex/shop-details.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/shop-details.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:47	75442/75442	---M-Z	200	added ('OK')	text/html	etag:%22126b2-601ddbb446dee-gzip%22	https://themesflat.co/html/jobtex/checkout.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/checkout.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:48	66162/66162	---M-Z	200	added ('OK')	text/html	etag:%2210272-601ddbe0726e6-gzip%22	https://themesflat.co/html/jobtex/login.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/login.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:48	71711/71711	---M-Z	200	added ('OK')	text/html	etag:%221181f-601ddbb63cd50-gzip%22	https://themesflat.co/html/jobtex/create-account.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/create-account.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:48	76290/76290	---M-Z	200	added ('OK')	text/html	etag:%2212a02-601ddbb49ffbc-gzip%22	https://themesflat.co/html/jobtex/contact-us.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/contact-us.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:50	87309/87309	---M-Z	200	added ('OK')	text/html	etag:%221550d-601de0b2e8fef-gzip%22	https://themesflat.co/html/jobtex/modal.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/modal.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:51	6436/6436	---M--	200	added ('OK')	image/png	etag:%221924-601ddd33c6534%22	https://themesflat.co/html/jobtex/images/review/shape6.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/shape6.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:51	3311/3311	---M--	200	added ('OK')	image/jpeg	etag:%22cef-601ddcf3622a6%22	https://themesflat.co/html/jobtex/images/review/bran4.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/bran4.jpg	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:52	2637/2637	---M--	200	added ('OK')	image/jpeg	etag:%22a4d-601ddcf191cd7%22	https://themesflat.co/html/jobtex/images/review/bran1.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/bran1.jpg	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:52	3423/3423	---M--	200	added ('OK')	image/jpeg	etag:%22d5f-601ddcf1e8795%22	https://themesflat.co/html/jobtex/images/review/bran2.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/bran2.jpg	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:52	3254/3254	---M--	200	added ('OK')	image/jpeg	etag:%22cb6-601ddcf305640%22	https://themesflat.co/html/jobtex/images/review/bran3.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/bran3.jpg	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:54	9207/9207	---M--	200	added ('OK')	image/png	etag:%2223f7-601ddd326a6b4%22	https://themesflat.co/html/jobtex/images/review/shape5.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/shape5.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:54	65291/65291	---M--	200	added ('OK')	image/png	etag:%22ff0b-601ddd452b479%22	https://themesflat.co/html/jobtex/images/review/thumb7.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/thumb7.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:55	6483/6483	---M--	200	added ('OK')	image/png	etag:%221953-601ddd1d1a07a%22	https://themesflat.co/html/jobtex/images/review/icon11.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/icon11.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:55	7306/7306	---M--	200	added ('OK')	image/png	etag:%221c8a-601ddd1e8ce2b%22	https://themesflat.co/html/jobtex/images/review/icon22.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/icon22.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:56	8400/8400	---M--	200	added ('OK')	image/png	etag:%2220d0-601ddd1eb7dae%22	https://themesflat.co/html/jobtex/images/review/icon3.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/icon3.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:57	8097/8097	---M--	200	added ('OK')	image/png	etag:%221fa1-601ddd1d3fdf5%22	https://themesflat.co/html/jobtex/images/review/icon2.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/icon2.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:58	2412/2412	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2015%20Aug%202024%2017:17:59%20GMT	https://themesflat.co/html/jobtex/job-single.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/job-single.56.delayed	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:59	4797/4797	---M--	200	added ('OK')	image/png	etag:%2212bd-601ddcbebdde5%22	https://themesflat.co/html/jobtex/images/logo-company/cty8.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty8.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:59	4620/4620	---M--	200	added ('OK')	image/png	etag:%22120c-601ddcb509354%22	https://themesflat.co/html/jobtex/images/logo-company/cty11.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty11.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:17:59	6519/6519	---M--	200	added ('OK')	image/png	etag:%221977-601ddcbdd08f5%22	https://themesflat.co/html/jobtex/images/logo-company/cty7.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty7.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:00	7077/7077	---M--	200	added ('OK')	image/png	etag:%221ba5-601ddcbbd019a%22	https://themesflat.co/html/jobtex/images/logo-company/cty4.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty4.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:00	7685/7685	---M--	200	added ('OK')	image/png	etag:%221e05-601ddcbf459ce%22	https://themesflat.co/html/jobtex/images/logo-company/cty9.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty9.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:00	6904/6904	---M--	200	added ('OK')	image/png	etag:%221af8-601ddcba4fd10%22	https://themesflat.co/html/jobtex/images/logo-company/cty2.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty2.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:01	2835/2835	---M--	200	added ('OK')	image/png	etag:%22b13-601ddd4cda98f%22	https://themesflat.co/html/jobtex/images/review/user11.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/user11.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:01	2923/2923	---M--	200	added ('OK')	image/png	etag:%22b6b-601ddd4e55c10%22	https://themesflat.co/html/jobtex/images/review/user22.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/user22.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:01	2927/2927	---M--	200	added ('OK')	image/png	etag:%22b6f-601ddd4fd415a%22	https://themesflat.co/html/jobtex/images/review/user33.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/user33.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:01	2561/2561	---M--	200	added ('OK')	image/png	etag:%22a01-601ddd5167a7e%22	https://themesflat.co/html/jobtex/images/review/user44.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/user44.png	(from https://themesflat.co/html/jobtex/home-09.html)
